70.33,22.76,45.66,43.34,113.2,758.04,16.54,174.04,1.65,69.71,1011.8,54
103.79,58.07,90.51,58.02,196.49,1301.5,6.22,57.5,1.72,66.53,1018.9,54
122.7,71.94,130.85,58.26,258.45,2504.9,13.08,191.8,1.71,68.06,1012.9,54
57.06,42.25,54.06,32.51,115.22,667.15,10.68,201.79,1.95,71.05,1009.5,54
88.1,67.57,77.39,49.4,167.81,1234.7,10,226.77,1.02,74.1,1017.7,54
86.88,54.84,83.24,62.62,190.41,1151,13.51,223.12,0.98,82.56,1017.7,54
69.18,25.15,57.31,51.87,139.55,728.3,13.52,204.58,1,85.16,1010.4,54
114.88,41.01,86.49,67.23,199.57,1404,13.66,210.45,0.94,84.41,1010.4,54
119.28,31.64,90.37,64.9,203.18,1034.9,15.09,186.74,1.43,76.41,1008.1,54
73.04,33.61,59.11,62.01,152.45,853.26,4.23,51.45,2.1,83.85,1026,54
70.39,42.03,44.89,43.64,112.32,815.5,3.58,51.16,2.4,77.99,1021.7,54
121.43,64.28,83.84,69.01,197.28,1397,4.12,53.97,2.59,80.1,1014.5,54
92.09,45.12,90.96,68.73,207.9,1482,3.39,151.45,1.15,71.89,1017.8,54
110.97,57.48,117.11,70.32,249.51,1745.7,11.99,182.34,1.2,79.09,1013.3,54
80.81,37.77,76.44,68.8,185.75,1020.7,12.72,167.07,1.2,76.13,1007.3,54
66.84,38.7,77.3,48.18,171.27,1230.5,7.56,183.71,0.78,84.13,1015.4,54
94.2,79.34,101.52,53.52,217.16,1873.2,10.7,193.24,1.37,86.43,1002.6,54
148.94,103.81,122.19,57.98,245.01,2574.5,7.22,172.94,2.52,75.86,996.31,54
117.27,64.76,123.52,64.95,236.17,2027.1,10.07,199.18,1.61,66.56,1010.4,54
89.6,27.72,67.01,48.09,150.59,1284.8,7.84,125.57,0.86,92.01,1006.6,54
74.09,39.62,54.24,44.2,128.49,1040.2,6.64,75.1,2.08,93.69,998.92,54
91.4,68.65,94.33,53.62,198.15,1662.6,3.55,54.52,2.37,75.68,1015.1,54
71.31,54.24,62.42,40.42,135.38,1207.9,2.71,51.18,2.44,69.76,1025.9,54
34.93,29.76,29.79,36.06,79.83,656.82,3.9,95.01,1.35,55.06,1026.4,54
45.24,21.46,43.77,36.32,102.1,1089.6,2.86,96.62,0.97,62.77,1024.3,54
79.2,56.74,61.09,50.14,142.93,1369.2,3.39,127.03,0.57,68.84,1028.1,54
93.02,76.22,85.47,48.45,178.97,1808.3,5.04,112.99,0.49,77.82,1029.4,54
60.78,38.83,67.71,51.59,148.74,1610.7,11.7,188.71,1.09,79.95,1015,54
38.11,24.65,45.14,38.12,108.59,1101.2,12.47,180.01,1.39,79.73,1011.7,54
59.41,27.84,40.89,46.45,109.48,960.18,11.87,170.97,1.97,77.87,1007.1,54
74.75,24.28,43.77,43.74,112.04,844.78,6.48,106.9,1.12,83.15,1018,54
70.74,40.83,49.78,49.57,128.85,988.26,6.11,110.16,0.85,83.44,1019.6,54
88.65,62.07,46.98,54.34,129.66,1223.6,7.62,130.34,0.66,88.49,1018.4,54
92.88,60.71,47.02,54.58,130.25,1281,9.95,171.19,0.54,92.61,1009.5,54
108.94,122.67,110.14,62.27,237.08,2358.6,7.98,118.97,1.23,86.36,1007.1,54
130,129.26,128.14,66.76,267.09,2844.1,6.34,75.88,1.79,94.74,998.86,54
102.83,71.29,93.74,63.89,213.4,1896.6,4.14,79.27,1.01,87.72,1009.1,54
