28.3,0.7,8.16,79.25,23.22,46.56,2.38,73.95,992.5
16.61,1.12,8.46,65.45,18.02,49.7,1.7,82.05,993.37
15.6,0.88,6.88,79.27,19.71,48.02,2.24,72.45,992.52
21.48,1.13,6.95,83.01,21.05,67.14,1.9,88.82,988.14
33.72,13.66,38.4,77.99,20.91,139.03,1.66,84.27,981.92
29.21,1.57,14.97,78.75,24.18,110.77,1.33,72.07,989.26
25.85,1.4,15.99,64.23,23.54,93.8,1.23,79.95,987.62
25.65,1.57,10.91,65.51,23,81.63,1.41,82.11,986.65
20.17,1.27,12.01,68.04,23.27,64.25,1.45,83.44,989.47
27.61,3.64,18.73,77.75,23.99,290.14,1.73,71.58,982.95
26.6,5.79,16.89,84.23,24.16,274.39,2.15,64.26,983.17
34.62,1.08,3.58,77.34,24.12,42.25,2.47,82.95,990.34
34.17,1.22,1.44,85.12,25,44.96,2.34,80.02,990.31
30.91,1.28,1.14,85.83,24.94,52.71,2.06,78.35,991.05
27.22,0.88,4.22,77.78,25.1,41.76,2.04,75.43,991.47
28.56,1.02,1.85,82.55,24.76,42.76,2.41,84.99,992.58
28.92,1.23,0.14,76.94,24.39,47.08,2.28,73.83,996.09
31.71,1.08,1.52,70.05,23.85,61.72,1.94,61.4,995.19
26.3,1.02,2.81,67.06,22.57,42.71,2.13,65.59,994.42
28.74,1.06,4.26,57.12,22.52,49.14,1.95,70.03,992.4
34.22,1.25,0.9,82.35,24.39,44.02,2.24,79.47,988.38
34.84,1.43,3.78,80.42,25.03,47.01,1.91,81.08,987.88
38,1.21,1.62,78.8,25.08,37.14,2.42,78.29,989.01
32.91,1.15,-1.92,88.29,25.54,39.04,2.29,79.03,991.17
28.67,1.24,-2.79,80.1,24.17,51.82,2,74.33,990.33
32.81,0.99,-4.1,83.05,24.16,43.91,2.2,82.6,991.39
37.97,1.17,-4.61,91.38,24.28,46.52,2.23,82.58,988.93
28.42,1.19,-1.53,76.18,23.93,63.33,1.62,80.88,987.59
32.19,1.11,-0.72,73.81,24.61,39.93,2.5,83.14,986.84
42.38,0.83,2.72,72.25,23.69,34.16,2.78,73.47,989.69
38.66,0.64,3.03,65.68,23.24,48.98,2.21,79.62,991.68
34.22,0.72,3.58,74.69,24.27,47.92,1.87,80.38,992.92
33.36,1.04,2.01,86.18,24.81,43.35,2.09,69.71,992.64
54.03,1.17,0.07,87.25,24.69,42.59,2.14,79.87,992.65
51.27,1,1.58,70.14,24.33,52.41,1.83,85.13,990.02
31.16,1,24.83,70.63,21.36,195.26,1.45,75.15,985.97
19.82,1.06,3.98,72.38,20.47,51.61,2.37,88.24,992.11
18.31,1.67,19.22,78.11,19.9,110.81,1.71,84.1,991.05
42.29,4.86,44.35,66.04,22.23,229.75,1.35,70.45,993.42
51.23,5.94,27.2,54.08,21.75,138.7,1.45,79.28,996.35
21.37,0.75,2.45,67.59,20.42,50.87,1.99,80.4,999.64
17.43,0.57,3.61,60.01,19.09,39.18,2.07,71.82,999.2
19.53,0.83,1.81,70.13,19.36,51.52,2.03,74.77,998.33
25.27,1.3,4.59,76.11,19.46,53.27,2,77.97,996.36
30.82,1.12,10.33,74.22,20.57,76.16,1.29,84.13,994.41
46.04,1.86,5.87,55.06,14.3,35.1,3.42,75.54,999.61
12.66,1.47,4.6,69.57,15.28,50.78,2.01,77.76,998.37
30.15,1.28,2.86,68.79,16.39,42.74,2.49,96.57,999
34.75,1.42,1.83,72.43,16.49,38.48,2.71,88.37,1000.1
29.71,1.6,0.95,66.54,15.96,37.65,2.59,93.29,999.49
29.81,1.91,7.88,69.76,15.94,46.84,1.63,92.85,998.64
33.41,1.94,14.81,69.03,16.02,40.5,1.61,92.6,998.58
37.61,2.34,7.22,72.09,16.21,56.46,1.95,93.4,996.58
27.22,1.16,3.83,70.48,14.86,57.53,1.96,88.35,1003.8
23.29,1.04,2.44,65.13,14.98,54.96,2.03,83.12,1002.8
22.5,1.31,3.25,63.46,14.41,54.68,1.86,85.48,999.78
28.73,1.71,8.13,45.07,13.93,68.66,1.45,89.73,998.59
20.75,1.54,12.18,41.4,13.09,59.71,1.39,88.89,999.07
18.77,1.78,10.74,51.79,12.42,43.93,1.69,85.56,998.02
18,2.12,12.65,47.71,12.82,50.16,1.41,89.05,997.28
17.5,4.21,15.9,46.76,9.04,46.47,2.08,73.44,1002
22.11,10.45,17.42,31.86,5.3,91.52,2.96,90.02,1000.6
19.61,1.15,12.01,32.25,5.63,33.38,2.46,94.06,1003.3
11.21,1.06,3.1,41.14,8.95,75.35,1.95,96.81,998.28
16.84,1.17,13.11,28.3,8.63,113.96,1.28,98.93,997.44
11.9,1.85,5.16,43.07,9.74,36.06,3.56,97.04,993.34
27.38,7.1,17.59,47.47,6.09,59.47,2.54,90.82,1001.4
25.58,3.17,20.14,47.23,6.54,47.58,1.83,90.22,1002.5
65.48,23.76,63.15,46.08,10.74,183.2,2.93,97.62,986.84
75.32,48.23,84.08,46.8,14.98,173.2,1.89,93.71,984.61
22.38,8.58,26.3,42.95,8.16,78.72,4.06,97.79,986.99
8.46,0.85,10.82,58.36,2.74,33.68,4.7,97.7,1000.6
12.92,1.18,15.72,55.6,1.53,28.66,4.05,97.67,998.76
24.49,0.93,31.9,34.43,-0.02,85.28,1.38,93.95,999.31
23.97,1.16,25.68,32.17,7.26,39.3,1.76,98.02,995.38
20.34,2.38,18.49,54.32,7.09,29.84,2.99,99.25,992.05
15.47,3.02,13.25,60.07,3.66,27.48,4.19,79.12,997.99
36,14.31,65.63,40.69,2.32,116.34,1.79,69.66,999.64
30.88,32.43,62.42,35.46,3.46,172.94,1.64,87.84,993.3
