113.18,70.38,78.83,62.53,11.53,167.48,1.28,82.41,994.89,43.82,37.36,11.12,46.17,63.22,34.11,11.21,176.12,1.61,78.1,996.24,23.6,26.44,14,4.48,32.98,39.85,29.99,11.35,174.69,4.22,79.88,1000.5,21.2,60.78,38.83,67.71,51.59,148.74,1610.7,11.7,188.71,1.09,79.95,1015,54
85.66,59.39,54.72,63.96,12.24,155.34,1.51,83.52,991.45,28.52,44.41,7.88,30.73,42.8,43.71,12.08,178.71,2.05,77.8,992.86,23.6,17.93,12.07,3.11,20.74,25.52,35.66,12.27,173.95,5.64,79.3,997.12,21.2,38.11,24.65,45.14,38.12,108.59,1101.2,12.47,180.01,1.39,79.73,1011.7,54
46.91,24.29,27.61,69.81,11.6,137.89,2,81.04,987.18,33.73,33.71,4.94,19.71,27.28,59.72,11.92,173.58,2.47,74.39,988.55,23.6,18.64,8.42,1.01,10.8,12.3,47.58,12.12,172.45,6.88,75.4,992.63,21.2,59.41,27.84,40.89,46.45,109.48,960.18,11.87,170.97,1.97,77.87,1007.1,54
21.29,2.87,22,46.73,5.07,94.57,1.44,85,997.84,27.86,23.39,8.96,30.55,44.29,43.16,5.82,95.4,1.44,78.25,998.78,23.6,17.2,20.77,2.17,15.6,18.86,40.2,5.45,56.19,3.11,82.1,1003.4,21.2,74.75,24.28,43.77,43.74,112.04,844.78,6.48,106.9,1.12,83.15,1018,54
20.45,1.89,24.58,37.35,5.17,84.61,1.31,86.22,999.35,26.13,13.87,15.24,34.25,57.62,38.48,5.03,116.62,1.2,79.92,1000.4,23.6,30.74,28.85,25.64,25.43,64.74,32,4.62,69.73,2.12,83.98,1005,21.2,70.74,40.83,49.78,49.57,128.85,988.26,6.11,110.16,0.85,83.44,1019.6,54
32.44,2.71,31.85,22.71,6.92,117.23,1.14,93.7,998.32,42.14,16.51,16.31,39.59,64.6,29.49,7.09,65.67,1.3,85.26,999.26,23.6,17.44,7.65,3.71,17.48,23.17,31.1,6.67,63.94,2.61,90.12,1003.8,21.2,88.65,62.07,46.98,54.34,129.66,1223.6,7.62,130.34,0.66,88.49,1018.4,54
62.68,35.03,90.76,15.72,9.43,176.36,1.59,95.93,989.68,73.9,35.36,52.19,70.71,150.73,11.85,10.7,143.24,0.97,84.18,990.87,23.6,34.61,9.68,16.96,46.28,72.29,11.39,10.24,143.84,2.13,88.74,995.17,21.2,92.88,60.71,47.02,54.58,130.25,1281,9.95,171.19,0.54,92.61,1009.5,54
27.73,5.69,21.99,45.34,7.04,83.68,1.85,87.7,987.74,55.9,16.51,13.71,28.17,49.19,46.66,7.36,54.03,2.1,80.85,988.29,23.6,24.75,9.37,4.75,14.25,21.53,38.59,7.02,47.14,5.96,84.81,992.72,21.2,108.94,122.67,110.14,62.27,237.08,2358.6,7.98,118.97,1.23,86.36,1007.1,54
9.36,4.73,13.33,58.68,4.39,38.67,3.04,99.94,979.33,15.56,13.36,5.15,20.8,28.7,52.03,4.88,126.06,2.21,93.14,980.07,23.6,14.87,13.01,0.7,13.16,14.24,41.05,4.9,82.49,6.03,95.4,984.51,21.2,130,129.26,128.14,66.76,267.09,2844.1,6.34,75.88,1.79,94.74,998.86,54
20.09,6.01,33.98,34.58,2.38,98.6,1.16,95.06,988.65,19.07,18.06,11.15,33.45,50.54,28.12,2.77,104,0.99,87.62,989.67,23.6,17.09,14.71,3.56,19.13,24.47,27.27,2.67,73.27,1.55,91.43,994.39,21.2,102.83,71.29,93.74,63.89,213.4,1896.6,4.14,79.27,1.01,87.72,1009.1,54
52.17,16.52,62.17,32.24,5.1,152.54,1.23,85.26,992.25,37.77,32.74,13.72,43.21,64.26,30.92,5.53,122.53,1,77.91,993.44,23.6,22.67,10.95,3.76,19.89,25.65,30.4,5.21,110.04,1.74,83.5,997.92,21.2,124.79,96.63,123,71.73,259.78,2425.9,6.41,148.74,0.6,78.72,1012.6,54
40.34,75.13,70.04,45.02,7.73,183.44,2.91,90.42,986.58,32.16,26.99,9.58,40.1,54.79,36.67,8.3,129.25,1.87,83.03,987.58,23.6,19.34,6.98,2.56,22.85,26.78,33.82,8.38,145.44,5.24,84.71,991.85,21.2,76.83,44.53,79.46,68.36,190.28,1431.8,9.71,174.86,1.4,80.8,1006.8,54
22.07,10.76,22.1,39.68,5.01,119.56,1.99,93.22,993.54,23.04,30.08,8.4,28.15,41.04,38.66,5.52,119.3,2.03,84.98,994.42,23.6,19.24,33.64,3.95,20.35,26.4,29.99,5.25,101.79,4.03,89.11,998.91,21.2,61.31,42.54,58.01,56.54,143.1,1226.6,6.65,96.28,1.36,85.06,1013.4,54
23.15,1.91,15.51,47.16,4.02,41.44,3.16,92.75,999.26,28.28,33,7.55,24.9,36.48,39.41,4.4,114.14,2.17,83.24,1000.3,23.6,17.14,29.75,1.69,14.87,17.47,32.75,4.33,96.93,5.66,86.52,1005,21.2,62.76,24.86,26.86,35.71,76.67,942.58,5.75,62.51,1.89,86.98,1019.5,54
29.06,2.16,21.92,50.11,5.07,45.26,1.81,85.22,1001,32.3,24.7,6.92,31.71,42.32,43.45,5.19,158.19,1.28,78.76,1002.1,23.6,19.8,15.54,1.21,13.85,15.26,39.86,5.1,176.64,3.58,82.03,1006.7,21.2,42.03,21.07,44.91,47.12,115.61,1186.3,6.51,72.16,1.2,82.58,1021.3,54
32.51,10.53,32.03,39.75,5.15,136.68,1.06,83.78,997.54,33.55,11.87,6.46,33.47,43.37,54.21,5.85,77.99,1.24,73.98,998.57,23.6,23.38,5.11,2.15,15.74,18.2,40.56,4.87,99.92,1.84,81.59,1003.2,21.2,56.2,33.12,41.78,49.55,114.71,958.87,5.67,133.5,0.66,80.91,1017.9,54
24.58,1.76,12.74,62.24,5.46,55.74,2.18,87.7,994.71,23.76,11.89,5.02,21.02,28.72,61.14,5.71,53.98,2.06,79.55,995.52,23.6,19.03,22.43,0.99,11.95,12.96,47.46,5.69,35,5.06,82.5,1000.1,21.2,88.21,69.74,78.7,55.29,176.55,1586.6,6.96,107.5,1.38,80.3,1014.6,54
26.48,1.47,12.89,55.06,5.76,63.5,1.97,98.48,989.15,29.61,9.53,5.68,20.54,29.25,54.47,6.12,42.36,1.9,89.47,989.95,23.6,20.07,9.53,0.91,7.51,8.34,45.13,6.25,39.84,5.56,91.49,994.44,21.2,107.11,96.34,99.68,68.91,224.67,2117.3,7.7,131.3,1.19,87.04,1008.9,54
18.79,1.59,17.89,49.82,6.36,59.06,1.84,99.4,988.25,24.01,17.76,6.7,28.11,38.39,46.2,6.85,73.74,1.59,92.19,989.1,23.6,18.34,17.8,1.12,12.14,13.4,40.01,6.97,41.21,4.91,94.58,993.55,21.2,73.7,50.04,55.17,51.18,136.58,1423.5,8.42,128.29,1.06,90.58,1008,54
11.38,1.01,15.44,56.07,5.48,45.58,2.18,95.24,991.75,26.21,28.62,5.58,21.05,29.61,49.19,6.04,44.58,2.3,86.09,992.42,23.6,16.08,41.68,1.98,15.27,17.84,36.53,5.95,19.83,5.82,89.68,997,21.2,25.85,15.92,39.2,37.28,94.73,965.02,7.83,69.5,1.69,85.46,1011.4,54
17.41,1.59,15.67,56.24,4.77,57.27,1.67,92.19,987.78,18.51,18.06,5.01,22.22,29.9,53.43,5.02,50.6,1.84,83.78,988.58,23.6,19,38.41,1.11,14.38,15.62,40.97,5.08,34.12,4.27,86.2,993.14,21.2,34.4,24.89,55.25,42.88,125.24,1075.7,6.59,129.11,1.17,81.53,1007.5,54
17.44,4.67,22.14,55.41,0.51,68.13,2.07,95.42,982.97,22.58,21.92,7.85,30.33,42.36,48.36,0.93,183.88,1.61,89.11,983.74,23.6,19.34,13.96,2.7,18.51,21.04,40.53,0.81,171.08,4,91.68,988.72,21.2,46.01,37.23,55.41,50.55,137.1,1191.2,2.91,72.14,1.57,87.82,1003.4,54
26.62,13.12,48.3,41.39,0.08,131.23,1.85,100,985.21,22.88,25.75,17.58,36.18,63.14,45.05,0.78,156.94,1.76,87.92,986.41,23.6,22.85,15.65,4.65,19.1,25.77,38.52,0.41,138.31,4.17,91.47,990.97,21.2,46.15,21.02,44.98,41.55,108.98,1001.4,2.59,130.18,1.28,90.32,1005.8,54
38.81,15.42,34.67,76.97,-2.58,104.75,1.86,79.94,997.45,44.86,35.37,7.74,38.89,50.76,66.07,-2.17,114.22,1.52,65.89,998.69,23.6,15.88,7.54,1.96,13.8,16.8,42.42,15.29,149.11,6.7,74.02,997.08,21.2,55.51,33.29,42.81,49.27,114.77,1170.2,-0.79,106.05,1.31,68.44,1018.9,54
71.14,62.37,71.77,44.65,6.09,172.72,2.27,85.07,987.5,47.45,52.55,14.37,54.21,76.25,41.65,6.58,118.7,1.29,75.26,988.33,23.6,14.92,8.77,1.73,16.89,19.55,41.08,16.49,148.33,5.85,66.49,998.26,21.2,68.31,49.45,37.59,54.61,113.1,1292.7,7.86,166.47,0.86,73.77,1008,54
25.03,1.78,12.93,76.18,4.55,97.84,1.76,98.23,987.24,27.98,8.3,4.64,22.19,29.3,71.61,5.08,45.74,2.03,89.21,988.09,23.6,17.88,18.68,4.59,19.23,26.26,30.43,4.98,210.55,3.91,71.98,1004.5,21.2,48.43,26.78,33.27,42.68,97.61,1072.2,6.62,121.46,1.25,88.51,1007,54
31.81,20.03,43.46,50.85,8.44,190.27,1.88,98.86,981.01,32.54,26.46,11.06,35.83,52.79,45.23,9.75,135.57,1.8,89.51,982.16,23.6,23.18,19.02,11.3,29.74,47.08,22.87,2.94,266.41,3.17,72.61,1008.3,21.2,41.24,29.07,44.71,45.86,118.67,1196.7,9.96,176.87,1.01,91.33,1000.7,54
107.99,50.04,54.88,61.4,14.87,220.41,2.25,75.66,981.13,66.11,41,12.88,35.93,55.68,50.88,15.02,166.02,1.99,67.09,982.72,23.6,37.73,18.99,33.8,40.15,91.98,20.51,5.48,199.03,1.4,69.43,1008.2,21.2,37.57,25.29,39.57,41.62,106.02,888.66,14.21,218.94,1.19,73.7,1000.9,54
93.55,41.61,105.98,27.63,10.03,183.55,1.05,94.58,981.95,96.35,31.44,23.87,55,91.6,31.56,11.36,209.01,1.05,83.72,983.12,23.6,33.62,19.24,10.69,37.9,54.29,21.65,9.06,174.61,3.36,84.98,1005.4,21.2,43.71,28.28,32.59,43.52,96.15,1004.6,10.97,181.5,0.56,92.86,1001.5,54
39.75,15.93,42.37,65.78,9.16,133.47,1.56,81.8,991.86,48.75,53.22,7.07,38.42,49.26,59.5,9.04,180.45,1.24,77.45,993.1,23.6,20.37,13.07,2.98,26.67,31.24,35.56,11.16,159.41,4.64,76.17,998.34,21.2,37.19,17.94,31.36,39.25,89.68,900.19,9.02,141.66,0.99,84.54,1011.9,54
105.36,45.87,149.29,28.03,9.43,188.2,0.99,79.46,993.76,46.4,38.6,10.73,50.09,66.54,47.43,9.66,176.38,0.96,77.81,995.16,23.6,13.72,7.86,3.2,16.54,21.44,40.41,9.07,211.46,5.7,71.92,995.15,21.2,36.33,25.72,28.69,37.56,81.4,879.7,6.62,175.48,0.63,96.42,1014.1,54
83.66,48.82,80.4,55.68,11.41,176.43,0.82,80.05,991.93,36.69,39.96,8,40.08,52.34,52.47,10.31,167.51,1,73.79,993.33,23.6,20.23,16.75,6.99,32.41,43.12,29.12,8.24,168.17,4.03,72.15,1003.1,21.2,38.99,37.66,34.12,41.85,92.31,951.73,8.87,250.46,0.61,89.93,1012.1,54
116.31,52.45,129.12,34.53,12.53,157.75,0.88,79.18,990.22,69.65,52.53,16.24,56.85,81.75,43.92,12.59,151.83,1.02,71.71,991.66,23.6,19.56,14.14,8.1,33.18,45.59,30.28,11.91,169.74,3.5,81.74,1003.5,21.2,49.2,37.96,47.27,44.25,116.1,1081.3,10.99,-265.17,0.46,80.47,1010.2,54
66.56,45.42,54.19,52.29,13.86,223.3,2.09,77.21,982.76,52,32.76,7.91,39.19,51.31,43.97,14.06,181.57,2.01,70.36,984.28,23.6,28.94,19.77,13.9,40.59,61.9,20.39,11.68,167.65,2.42,89.38,1001.3,21.2,53.85,33.16,33.03,49.97,99.47,878.12,13.51,225.1,1.12,78.9,1002.6,54
39.03,32.82,45.47,55.74,12.38,272.12,1.44,79.91,984.71,30.52,25.88,9.89,38.66,53.83,43.03,12.61,224.92,1.17,72.85,986.15,23.6,26.55,16.57,8.3,32.68,45.4,24.25,12.71,175.73,3.95,83.31,996.07,21.2,55.19,54.2,66.33,63,164.11,1278.8,12.65,204.21,0.79,79,1004.5,54
64.83,37.54,143.25,35.19,9.86,181.27,0.81,91.35,987.39,40.16,37.72,11.2,43.59,60.76,42.11,10.98,199.23,1,73.88,988.66,23.6,22.98,16.45,12.41,35.64,54.46,22.78,12.41,167.95,3.87,84.46,996.12,21.2,69.33,42.95,59.2,58.74,149.31,1425.7,10.53,192.98,0.54,86.23,1007.1,54
86.21,55.05,111.06,37.04,10.58,161.36,1.29,83.13,989.32,53.04,38.47,11.38,46.25,63.7,33.66,11.1,149.46,1.23,74.9,990.77,23.6,22.29,13.44,4.17,24.68,31.08,31.11,13.95,170.32,4.85,78.56,993.77,21.2,68.58,32.91,49.87,54.02,131.96,1316.7,10.36,161.42,0.63,83.99,1009.4,54
102.18,106.56,71.27,68.99,15.17,172.57,1.57,71.18,985.75,47.81,35.98,8.1,38.65,51.07,41.94,14.64,138.75,1.01,68.36,987.26,23.6,16.11,8.16,1.48,12.94,15.21,34.56,12.62,170.98,5.32,87.9,991.41,21.2,44.97,26.27,32.76,48.06,95.34,1016.4,14.59,198.46,0.9,74.1,1005.6,54
16.15,2.51,13.3,87.98,4.22,47.52,3.23,98.81,991.77,29.15,11.5,3.74,22.27,28.01,68.09,5.18,36.88,2.93,88.2,992.44,23.6,20.02,12.81,2.85,7.51,11.88,7.69,1.07,124.31,6.02,77.26,1007.1,21.2,89.38,54.83,68.51,66.35,172.82,1817.4,6.71,96.03,2.18,88.22,1011.5,54
28.32,6.64,20.09,70.09,6.64,169.13,1.95,96.76,977.02,31.02,8.58,7.46,29.73,41.17,52.26,6.86,151.21,1.8,89.17,978.08,23.6,16.4,11.96,4.02,8.9,15.06,6.93,2.51,316.5,5.81,76.29,1000.4,21.2,83.77,65.44,73.8,58.43,174.16,1876.1,8.76,179.23,1.31,85.73,996.73,54
11.95,2.17,12.91,71.38,2.11,55.98,2.43,99.25,980.37,17.41,21.82,4.65,21.79,28.92,54.83,2.86,62.01,2.32,91.13,980.94,23.6,21.92,9.12,9.52,15.29,29.88,5.97,1.08,265.42,1.91,81.62,1003.3,21.2,124.43,84.57,93.44,62.61,205.9,2304.6,4.66,66.49,2,90.45,1000.3,54
16.58,0.65,13.38,68.68,3.92,70.96,1.75,99.78,991.2,26.08,16.24,4.01,21.44,27.59,52.88,4.44,61.1,1.78,92.2,991.97,23.6,43.27,12.2,40.62,21.12,83.4,4.69,4.77,160.86,1.83,90.19,1007.5,21.2,79.94,43.27,58.92,61.54,151.62,1237.3,5.99,74.88,1.44,92.55,1011.2,54
71.54,28.84,48.96,63.06,10.36,146.53,1.69,92.01,987.76,84.76,27.69,9.42,37,51.45,44.4,11.28,130.57,1.36,84.1,988.89,23.6,28.8,17.23,11.89,18.31,36.55,6.17,10.35,162.5,4.4,87.19,998.72,21.2,61.8,39.48,67.32,67.48,165.92,1260.8,11.68,173.93,0.95,86.4,1007.5,54
15.92,1.37,14.55,71.39,5.67,65.02,2.03,100,988.38,22.13,14.23,4.68,25.48,32.66,50.91,6.57,99.89,1.94,93.31,989.2,23.6,21.81,16.57,7.59,12.48,24.12,7.08,11.31,149.08,5.34,80.26,992.65,21.2,78.78,44.26,78.56,62.23,182.06,1579.3,8,68.81,1.88,92.37,1007.8,54
32.7,4,22.37,71.36,6.59,54.33,2.48,85.68,988.04,36.85,21.34,5.41,30.48,38.77,58.24,7.33,193.25,1.63,75.82,988.92,23.6,13.63,17.53,6.05,11.14,20.41,7.37,11.86,149.05,5.33,78.86,990.45,21.2,79.85,46.7,89.06,67.26,203.47,1786.8,7.42,70.67,2.05,82.66,1007.9,54
84.99,66.55,99.19,40.79,8.13,165.26,1.53,82.8,995.46,57.3,42.65,11.91,48.33,66.59,48.58,9.26,135.57,1.23,73.22,996.84,23.6,13.46,13.29,5.94,10.9,20.01,6.7,7.45,202.52,3.64,94.77,992.3,21.2,90.54,25.65,45.82,57.65,127.68,1048.6,7.75,-280.96,0.58,82.18,1015.9,54
125.04,56.14,115.63,35.15,12.23,161.21,1.09,74.57,994.1,60.02,49.22,15.32,55.54,79.04,40.26,12.48,150.61,1.19,67.86,995.7,23.6,14.12,12.16,5.18,10.84,18.78,6.41,5.08,256.5,2.26,89.05,1000.2,21.2,33.18,18.38,38.26,40.76,103.34,869.89,11.18,-253.22,0.48,74.6,1014.1,54
29.4,2.07,14.57,91.83,11.69,78.59,1.6,67.99,995.84,21.93,13.82,3.54,28.97,34.4,59.56,12.61,72.64,1.62,58.77,996.9,23.6,22.96,14.02,12.2,35.77,52.65,25.83,5.75,158.58,2.82,88.68,1000.5,21.2,74.8,28.63,68.18,65.57,172.93,1229.1,12.76,85.35,1.66,66.72,1015.1,54
40.51,4.24,23.2,80.94,12.47,86.98,1.72,72.13,993.96,43.46,20.7,6.12,36.1,45.48,40.55,13.59,125.96,1.32,63.01,995.16,23.6,27.48,12.36,5.43,23.97,32.29,39.27,9.49,166.43,4.91,89.99,987.95,21.2,112.64,48.94,76.17,75,194.53,1562.3,13.51,89.46,1.35,70.72,1013.4,54
35.08,1.24,7.56,95.66,16.08,59.15,2.09,81.49,995.76,47.34,15.25,3.19,22.03,26.92,34.43,17.31,106.22,1.56,67.35,996.92,23.6,20.81,17.18,2.85,20.91,25.28,27.9,4.04,172,1.71,80.75,1014.5,21.2,40.81,6.85,25.59,47.02,89.53,668.51,17.75,93.49,1.63,71.26,1014.6,54
31.23,0.82,4.85,101.71,14.83,54.96,2.26,80.98,994.53,31.67,4.94,2.26,17.4,20.87,37,15.79,77.25,1.47,70.58,995.68,23.6,40.78,23.51,28.77,41.45,85.56,9.63,3.33,171.48,1.28,88.23,1011,21.2,79.33,15.89,29.78,50.73,100.32,763.26,16.21,73.51,1.96,76,1013.5,54
